camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location
41178943,GOLDEN PALACE CHINESE RESTAURANT,Bronx,682,CASTLE HILL AVENUE,10473.0,7188243403,Chinese,2024-06-11,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,80.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.820738406237,-73.848418963398,209.0,18.0,9000.0,2021951.0,2035750032.0,BX09,POINT (-73.848418963398 40.820738406237)
50151950,LA DULCE BAKERY,Queens,106-06,JAMAICA AVENUE,11418.0,3478691330,Bakery Products/Desserts,2026-06-25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,48.0,Z,2026-06-25T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.695281741911,-73.841009644053,409.0,29.0,12602.0,4194300.0,4092890032.0,QN54,POINT (-73.841009644053 40.695281741911)
50104710,STARBUCKS,Brooklyn,1600,SHEEPSHEAD BAY ROAD,11235.0,7183323999,Coffee/Tea,2024-09-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2024-09-12T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.587257454819,-73.953692335553,315.0,48.0,60600.0,3337316.0,3074590102.0,BK17,POINT (-73.953692335553 40.587257454819)
50003918,NEW APOLO,Brooklyn,508,GRAND STREET,11211.0,7183871773,Chinese/Cuban,2023-04-28,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,31.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.710985387646,-73.950648262141,301.0,34.0,51300.0,3069497.0,3027850008.0,BK73,POINT (-73.950648262141 40.710985387646)
50061295,TARTINA,Manhattan,1034,AMSTERDAM AVENUE,10025.0,6465900577,Italian,2025-10-01,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,2025-10-01T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.803565414838,-73.963442017109,109.0,7.0,19900.0,1056909.0,1018820036.0,MN09,POINT (-73.963442017109 40.803565414838)
41460794,KARAOKE SHOUT,Queens,32-46,STEINWAY STREET,11103.0,7185690080,American,2023-03-05,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20.0,B,2023-03-05T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.757705992797,-73.920033011966,401.0,22.0,15500.0,4010420.0,4006560056.0,QN70,POINT (-73.920033011966 40.757705992797)
50056945,UNION SQUARE CAFE/ DAILY PROVISIONS,Manhattan,101,EAST   19 STREET,10003.0,2122434020,American,2025-05-29,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-05-29T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.737671769238,-73.988026977398,105.0,2.0,5000.0,1017906.0,1008750001.0,MN21,POINT (-73.988026977398 40.737671769238)
50125761,NEW TEXAS CHICKEN & GRILL,Queens,803,CYPRESS AVENUE,11385.0,7183860413,Chicken,2025-12-08,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12.0,A,2025-12-08T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.700297187698,-73.906491295203,405.0,34.0,55100.0,4082725.0,4034610003.0,QN20,POINT (-73.906491295203 40.700297187698)
50073971,PHO CHE,Queens,193-16,NORTHERN BOULEVARD,11358.0,6465333411,Southeast Asian,2026-03-16,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,37.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.757865137694,-73.78826041728,411.0,19.0,142900.0,4124455.0,4055170001.0,QN48,POINT (-73.78826041728 40.757865137694)
50096299,SVETA,Manhattan,64,CARMINE STREET,10014.0,3474186754,Russian,2024-02-15,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12.0,A,2024-02-15T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.729756414044,-74.004253921155,102.0,3.0,6700.0,1008408.0,1005280076.0,MN23,POINT (-74.004253921155 40.729756414044)
50163639,DIM SUM SAM,Manhattan,80,BOWERY,10013.0,2129181099,Chinese,2025-04-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.716927370018,-73.995645894209,102.0,1.0,4100.0,1002609.0,1002030021.0,MN24,POINT (-73.995645894209 40.716927370018)
41138257,PATTY PLUS BAKERY & RESTAURANT,Brooklyn,324,LIVINGSTON STREET,11217.0,3472944550,Caribbean,2024-04-22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13.0,A,2024-04-22T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.688092190257,-73.981815887694,302.0,33.0,3700.0,3000512.0,3001660033.0,BK38,POINT (-73.981815887694 40.688092190257)
40592811,SALTY DOG,Brooklyn,7509,3 AVENUE,11209.0,7182380030,American,2025-10-18,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,2025-10-18T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.631306268849,-74.02784191689,310.0,43.0,6600.0,3148711.0,3059400007.0,BK31,POINT (-74.02784191689 40.631306268849)
50098630,JUICE HEALTHY FOOD AND DRINKS/ AL HORNO,Manhattan,156,EAST   33 STREET,10016.0,2128821611,"Juice, Smoothies, Fruit Salads",2026-01-22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,45.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.7454876763,-73.979663674365,106.0,4.0,7200.0,1018486.0,1008880047.0,MN20,POINT (-73.979663674365 40.7454876763)
41670224,GYRO KING,Brooklyn,984,CONEY ISLAND AVENUE,11230.0,7184216600,Bangladeshi,2024-04-22,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,22.0,B,2024-04-22T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.633533705504,-73.967149184025,314.0,40.0,48200.0,3128000.0,3054250079.0,BK42,POINT (-73.967149184025 40.633533705504)
50012465,TIMES SQUARE DINER & GRILL,Manhattan,807,8TH AVE,10019.0,2123152400,American,2024-03-13,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,2024-03-13T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.761444001217,-73.986726769862,104.0,3.0,12700.0,1025144.0,1010390032.0,MN15,POINT (-73.986726769862 40.761444001217)
41523650,NEW YORK YACHT CLUB,Manhattan,37,WEST   44 STREET,10036.0,2123821000,American,2025-01-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.755336147653,-73.98124521191,105.0,4.0,9600.0,1034221.0,1012600016.0,MN17,POINT (-73.98124521191 40.755336147653)
50164401,BAR REVIVAL,Manhattan,161,LUDLOW STREET,10002.0,2122553070,American,2026-02-06,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,50.0,N,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.7214035087,-73.987694402456,103.0,1.0,3001.0,1005409.0,1004120035.0,MN27,POINT (-73.987694402456 40.7214035087)
41305588,BUNNY DELI,Manhattan,1522,ST NICHOLAS AVENUE,10033.0,2127813303,Sandwiches,2024-03-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,2024-03-07T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.852525135916,-73.931370142031,112.0,10.0,26900.0,1063788.0,1021570067.0,MN35,POINT (-73.931370142031 40.852525135916)
50085730,MOMBAR,Queens,25-22,STEINWAY STREET,11103.0,7187262356,Egyptian,2022-11-10,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,16.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.767570273175,-73.912006625123,401.0,22.0,14300.0,4010278.0,4006540072.0,QN70,POINT (-73.912006625123 40.767570273175)
41106681,STARBUCKS,Brooklyn,33,HILLEL PLACE,11210.0,7183382489,Coffee/Tea,2022-10-31,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,2022-10-31T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.632231306607,-73.948512631073,314.0,45.0,77400.0,3205805.0,3075560001.0,BK42,POINT (-73.948512631073 40.632231306607)
50000703,PATRIZIA'S,Staten Island,4255,AMBOY ROAD,10306.0,7183176600,Italian,2022-07-20,Violations were cited in the following area(s).,10H,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,29.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.546957120377,-74.158283461329,503.0,51.0,14604.0,5107700.0,5054600037.0,SI54,POINT (-74.158283461329 40.546957120377)
50075759,TACO BELL CANTINA,Brooklyn,491,NOSTRAND AVENUE,11216.0,7184844279,Tex-Mex,2023-02-01,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,6.0,A,2023-02-01T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.680556373805,-73.949585641291,303.0,36.0,24900.0,3053259.0,3018490056.0,BK75,POINT (-73.949585641291 40.680556373805)
50098025,DIG INN,Manhattan,127,4 AVENUE,10003.0,6469055999,American,2026-01-27,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,26.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.733206220277,-73.9899257293,103.0,2.0,4200.0,1077855.0,1005580010.0,MN22,POINT (-73.9899257293 40.733206220277)
50161087,HALAL CHICK'S,Manhattan,961,COLUMBUS AVENUE,10025.0,9294315279,Chicken,2025-10-09,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,2025-10-09T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Re-inspection,40.80004901021,-73.962259252328,107.0,7.0,19300.0,1055676.0,1018430001.0,MN09,POINT (-73.962259252328 40.80004901021)
50042302,MR. RICE CHINESE RESTAURANT,Staten Island,5,WALKER STREET,10302.0,7188160080,Chinese,2025-11-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.629781969628,-74.140903299607,501.0,49.0,21300.0,5158034.0,5011310009.0,SI28,POINT (-74.140903299607 40.629781969628)
50093967,CREMINI'S,Brooklyn,521,COURT STREET,11231.0,9293054026,Italian,2023-03-09,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,36.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.674992819969,-73.999437604168,306.0,39.0,7700.0,3008151.0,3004780008.0,BK33,POINT (-73.999437604168 40.674992819969)
50039189,MCDONALD'S,Bronx,16,WESTCHESTER SQUARE,10461.0,7182392500,Hamburgers,2024-02-22,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,33.0,C,2024-02-22T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.840433326313,-73.843314165136,210.0,18.0,20000.0,2041855.0,2039810021.0,BX37,POINT (-73.843314165136 40.840433326313)
50139119,BAMBOO SEAFOOD RESTAURANT,Brooklyn,5108,7 AVENUE,11220.0,9177748858,Chinese,2025-08-14,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,21.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.641767081294,-74.006626467676,307.0,43.0,9800.0,3013691.0,3008010040.0,BK34,POINT (-74.006626467676 40.641767081294)
40378579,ANDREW'S NYC DINER,Manhattan,463,7 AVENUE,10018.0,2126951962,American,2024-03-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2024-03-26T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.751741613774,-73.990056458411,105.0,3.0,10900.0,1015222.0,1008110001.0,MN17,POINT (-73.990056458411 40.751741613774)
50082129,AVANT GARDNER,Brooklyn,111,GARDNER AVENUE,11237.0,3477294501,American,2025-10-02,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,24.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.71089459137,-73.924944479678,301.0,34.0,44900.0,3070574.0,3029770016.0,BK90,POINT (-73.924944479678 40.71089459137)
50051766,GREGORY'S COFFEE,Brooklyn,16,COURT ST,11241.0,6465650719,Coffee/Tea,2025-10-20,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,17.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.693437318966,-73.990577253804,302.0,33.0,900.0,3002108.0,3002500044.0,BK09,POINT (-73.990577253804 40.693437318966)
50123841,DAISY'S JUICE BAR AND CAFE,Bronx,2593,SAINT RAYMONDS AVENUE,10461.0,6468515816,"Juice, Smoothies, Fruit Salads",2024-10-09,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,2024-10-09T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.843148028496,-73.845454613948,210.0,18.0,20000.0,2093104.0,2040770052.0,BX37,POINT (-73.845454613948 40.843148028496)
50139024,KIKU ASIAN BISTRO,Brooklyn,2,LINCOLN PLACE,11217.0,7186383366,Japanese,2025-08-27,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,34.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.677518877485,-73.979226615188,306.0,39.0,13100.0,3019590.0,3009500009.0,BK37,POINT (-73.979226615188 40.677518877485)
50177800,ANDAMIRO,Manhattan,276,5 AVENUE,10001.0,9175894646,Korean,2026-01-28,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12.0,A,2026-01-28T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.74565063661,-73.986596397785,105.0,4.0,7600.0,1015765.0,1008310042.0,MN17,POINT (-73.986596397785 40.74565063661)
50124632,KAI FENG FU DUMPLING HOUSE,Brooklyn,4801,8 AVENUE,11220.0,7184373542,Chinese,2023-08-07,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,11.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Compliance Inspection,40.642140533189,-74.002623216731,312.0,38.0,10800.0,3012814.0,3007780010.0,BK34,POINT (-74.002623216731 40.642140533189)
50156715,BANH MI SHACK,Brooklyn,6756,4 AVENUE,11220.0,9174980618,Sandwiches,2025-01-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,2025-01-22T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.635795053522,-74.023048236009,310.0,47.0,6800.0,3144673.0,3058540045.0,BK31,POINT (-74.023048236009 40.635795053522)
50159439,Cici's Kitchen,Manhattan,52A,SHERMAN AVENUE,10040.0,9175290966,Latin American,2024-10-29,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12.0,A,2024-10-29T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.863054250377,-73.927429363377,112.0,10.0,28700.0,1064235.0,1021750080.0,MN35,POINT (-73.927429363377 40.863054250377)
50044460,MOROCHO BAKERY,Queens,111-26,ROOSEVELT AVENUE,11368.0,7188039954,Latin American,2024-12-24,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,24.0,B,2024-12-24T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.751689362125,-73.855401824147,404.0,21.0,39900.0,4463937.0,4020130112.0,QN25,POINT (-73.855401824147 40.751689362125)
50105565,NO. 1 CHINESE FOOD,Brooklyn,420,DITMAS AVENUE,11218.0,7188540825,Chinese,2025-01-10,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,A,2025-01-10T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.635893403945,-73.974761117323,312.0,40.0,48400.0,3127141.0,3053980008.0,BK41,POINT (-73.974761117323 40.635893403945)
50150647,TASTY DELICIOUS WEST INDIAN BAKERY& RESTAURANT,Brooklyn,621,LIVONIA AVENUE,11207.0,7186760149,Caribbean,2024-08-16,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10.0,A,2024-08-16T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.6647197325,-73.894249858771,305.0,42.0,112600.0,3084643.0,3038050047.0,BK85,POINT (-73.894249858771 40.6647197325)
40936053,YEH'S BAKERY,Queens,57-25,MAIN STREET,11355.0,7189391688,Bakery Products/Desserts,2024-08-01,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,30.0,C,2024-08-01T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.745865377573,-73.826037600001,407.0,20.0,79900.0,4140072.0,4064010006.0,QN62,POINT (-73.826037600001 40.745865377573)
50000165,AMC THEATRES,Manhattan,66,3 AVENUE,10003.0,2129822116,American,2022-08-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,2022-08-16T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.731416504959,-73.988554897885,103.0,2.0,4200.0,1008982.0,1005560065.0,MN22,POINT (-73.988554897885 40.731416504959)
50159616,MORI COFFEE,Manhattan,529,2 AVENUE,10016.0,2014700300,Coffee/Tea,2026-05-05,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23.0,B,2026-05-05T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.741905448362,-73.97796866599,106.0,2.0,7000.0,1019925.0,1009100030.0,MN20,POINT (-73.97796866599 40.741905448362)
50112427,HAPPY CANTEEN,Brooklyn,1801C,AVENUE U,,6462678950,Japanese,2025-06-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,3.0,,
50148015,GERMAN DONER KEBAB,Brooklyn,224,BRIGHTON BEACH AVENUE,11235.0,3472402886,German,2025-01-28,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,2025-01-28T00:00:00.000,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.576565397568,-73.966226972316,313.0,48.0,36001.0,3245032.0,3086820057.0,BK19,POINT (-73.966226972316 40.576565397568)
50108097,BRONX NUTRITION SPOT (HERBALIFE),Bronx,705,MELROSE AVENUE,10455.0,3474339101,"Juice, Smoothies, Fruit Salads",2022-10-27,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,24.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.819967820717,-73.916005297532,201.0,17.0,6700.0,2001719.0,2024010022.0,BX34,POINT (-73.916005297532 40.819967820717)
41083785,PAKIZA RESTAURANT,Brooklyn,1032,CONEY ISLAND AVENUE,11230.0,7184345596,Pakistani,2026-01-05,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,82.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.632564716345,-73.96686864438,314.0,45.0,48200.0,3128206.0,3054290027.0,BK42,POINT (-73.96686864438 40.632564716345)
41638553,BRICIOLA,Manhattan,370,WEST   51 STREET,10019.0,6466785763,Italian,2025-07-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,B,2025-07-17T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.763854030179,-73.987917564599,104.0,3.0,13300.0,1025187.0,1010410061.0,MN15,POINT (-73.987917564599 40.763854030179)
50129498,THE CLOUD HOTEL,Manhattan,133,GREENWICH STREET,10006.0,6468309330,American,2023-10-05,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30.0,,,2026-07-01T06:00:14.000,Pre-permit (Operational) / Initial Inspection,40.709460951991,-74.012930997635,101.0,1.0,1300.0,1089248.0,1000520008.0,MN25,POINT (-74.012930997635 40.709460951991)
50147815,CLOUDY DONUT CO.,Brooklyn,14,COLUMBIA PLACE,11201.0,3474639628,Bakery Products/Desserts,2025-07-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2025-07-11T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Re-inspection,40.693297713344,-73.998528713219,302.0,33.0,700.0,3341543.0,3002580017.0,BK09,POINT (-73.998528713219 40.693297713344)
40840921,CONNOLLY'S CORNER,Queens,71-15,GRAND AVENUE,11378.0,7185657383,Continental,2023-06-22,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,20.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.727858515577,-73.892099948004,405.0,30.0,49302.0,4058675.0,4025050079.0,QN30,POINT (-73.892099948004 40.727858515577)
50065363,HEMO'S SPOT JUICE BAR & CAFE,Brooklyn,486,BAY RIDGE AVENUE,11220.0,7187590090,"Juice, Smoothies, Fruit Salads",2025-08-14,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10.0,A,2025-08-14T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.63368735652,-74.021527097662,310.0,47.0,13000.0,3145756.0,3058730044.0,BK31,POINT (-74.021527097662 40.63368735652)
40649463,LA BOINA ROJA,Queens,80-22,37 AVENUE,11372.0,7184246711,Steakhouse,2026-02-09,Violations were cited in the following area(s).,04F,"Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.",Critical,69.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.74956634045,-73.885882168938,403.0,25.0,28300.0,4029987.0,4012910006.0,QN28,POINT (-73.885882168938 40.74956634045)
50122525,AVENUE PIZZA,Brooklyn,107,AVENUE U,11223.0,7187145500,Pizza,2024-04-12,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19.0,,,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.596177486606,-73.980497905884,311.0,43.0,40200.0,3190961.0,3070960040.0,BK29,POINT (-73.980497905884 40.596177486606)
40388578,DIVE BAR,Manhattan,732,AMSTERDAM AVENUE,10025.0,2127494358,American,2025-09-17,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,8.0,A,2025-09-17T00:00:00.000,2026-07-01T06:00:14.000,Cycle Inspection / Initial Inspection,40.793831831,-73.970536878988,107.0,7.0,18300.0,1033703.0,1012430035.0,MN12,POINT (-73.970536878988 40.793831831)
