"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"41398570","PRONTO PIZZA","Manhattan","114","LIBERTY STREET","10006","2123749595","Pizza","2023-10-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2023-10-16T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.70993038399","-74.012234938367","101","01","001300","1001041","1000527502","MN25","POINT (-74.012234938367 40.70993038399)"
"50129909","LA PERLA DEL ULUA","Brooklyn","354","MELROSE STREET","11237","7183669407","Latin American","2026-01-07T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","9","A","2026-01-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.70368330811","-73.928025504583","304","34","042700","3426098","3031650027","BK77","POINT (-73.928025504583 40.70368330811)"
"40550150","AKIYAMA JAPANESE RESTAURANT","Queens","132-16","14 AVENUE","11356","7187470529","Japanese","2026-03-10T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","12","A","2026-03-10T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.786249815143","-73.835865965584","407","19","094500","4098565","4041000001","QN49","POINT (-73.835865965584 40.786249815143)"
"40891377","MUG-Z'S SPORTS BAR","Bronx","2476","ARTHUR AVENUE","10458","9172995546","American","2023-03-17T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","7","A","2023-03-17T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.857221132493","-73.886126927921","206","15","038900","2012248","2030770043","BX06","POINT (-73.886126927921 40.857221132493)"
"50082681","NITTIS","Manhattan","523","9 AVENUE","10018","2019526263","Italian","2022-12-09T00:00:00.000","Establishment re-closed by DOHMH.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","17",,,"2026-07-01T06:00:14.000","Cycle Inspection / Reopening Inspection","40.756616579302","-73.993961246011","104","03","011500","1012994","1007370031","MN15","POINT (-73.993961246011 40.756616579302)"
"40825993","TRINIDAD GOLDEN PLACE","Brooklyn","788","NOSTRAND AVENUE","11216","7187357065","Caribbean","2024-04-30T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","63","C","2024-04-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.671811840147","-73.950327682224","308","35","031702","3031883","3012470049","BK61","POINT (-73.950327682224 40.671811840147)"
"50158715","MU LOCKES LOFT (Thomas hall)","Bronx","4513","MANHATTAN COLLEGE PARKWAY","10471","9149065094","American","2024-11-25T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","12","A","2024-11-25T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.889148745406","-73.902043649959","208","11","035100","2087584","2058030801","BX22","POINT (-73.902043649959 40.889148745406)"
"50055822","SCHIMANSKI NEW YORK","Brooklyn","54","NORTH   11 STREET","11249","7184862299","American","2024-01-05T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","33","N",,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.722236701539","-73.95889424134","301","33","055700","3061591","3022950009","BK73","POINT (-73.95889424134 40.722236701539)"
"50107105","FALLSBURG BAGELS","Brooklyn","4602","16 AVENUE","11204","7188533323","Jewish/Kosher","2025-04-29T00:00:00.000","Violations were cited in the following area(s).","03C","Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.","Critical","40","C","2025-04-29T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.63262326755","-73.983866644365","312","44","023400","3128591","3054367504","BK88","POINT (-73.983866644365 40.63262326755)"
"50080912","J AND C RESTAURANT","Brooklyn","2187","CLARENDON ROAD","11226","3476279425","Caribbean","2024-01-22T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","71",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.642741792861","-73.956889491579","314","40","079200","3118887","3051650047","BK95","POINT (-73.956889491579 40.642741792861)"
"41262487","MCDONALD'S","Manhattan","2549","BROADWAY","10025","2128648138","Hamburgers","2025-05-29T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","9","A","2025-05-29T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.794287840405","-73.972060765998","107","06","018300","1033694","1012430013","MN12","POINT (-73.972060765998 40.794287840405)"
"50099862","SPICY MOON VEGETARIAN SZECHUAN","Manhattan","68","WEST    3 STREET","10012","6465901390","Vegan","2023-09-20T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","27","B","2023-09-20T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.729498472054","-73.998278954618","102","02","006500","1008639","1005370017","MN23","POINT (-73.998278954618 40.729498472054)"
"40669697","LE MONDE","Manhattan","2883","BROADWAY","10025","2125313939","French","2024-12-16T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","36",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.805569772057","-73.965684089037","109","07","019900","1057336","1018950016","MN09","POINT (-73.965684089037 40.805569772057)"
"41151163","GALAXY DINER","Manhattan","665","9 AVENUE","10036","2125864885","American","2026-04-01T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","21",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.761082083992","-73.990701209066","104","03","012700","1080934","1010560029","MN15","POINT (-73.990701209066 40.761082083992)"
"50013473","RED LOBSTER","Bronx","2090","BARTOW AVENUE","10475","7186714223","Seafood","2024-02-27T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","17",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.869509050739","-73.826620427815","210","12","046201","2095484","2051410800","BX13","POINT (-73.826620427815 40.869509050739)"
"50138798","PREMIER DELI CAFE","Manhattan","856","7 AVENUE","10019","2127574255","American","2024-10-31T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","54",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.764124834118","-73.981058620374","105","06","013700","1024856","1010260036","MN17","POINT (-73.981058620374 40.764124834118)"
"50127120","BROOKLYN ROASTNG COMPANY","Brooklyn","1","CLINTON STREET","11201","8604788879","Coffee/Tea","2022-11-22T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","4",,,"2026-07-01T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.696146471689","-73.991366638136","302","33","000502","3000000","3002390016","BK09","POINT (-73.991366638136 40.696146471689)"
"50140502","Y SPACE BBQ","Queens","138-35","39 AVENUE","11354","7189689888","Japanese","2025-06-09T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2025-06-09T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.761040017887","-73.827080749073","407","20","087100","4607310","4049787502","QN22","POINT (-73.827080749073 40.761040017887)"
"50131047","QUICKLY ELM","Queens","83-06","BROADWAY","11373","3475310885","Chinese","2023-05-01T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","30",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.740905866742","-73.879780338769","404","25","048500","4314481","4015440130","QN50","POINT (-73.879780338769 40.740905866742)"
"50145275","GOAL OMAKASE SUSHI","Manhattan","349","EAST   82 STREET","10028","6463703496","Japanese","2024-02-01T00:00:00.000","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.77479914052","-73.952452987171","108","05","013800","1049887","1015450021","MN32","POINT (-73.952452987171 40.77479914052)"
"50176667","SHIFKA","Manhattan","324","BOWERY","10012","3475742168",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-07-01T06:00:18.000",,"40.725433217893","-73.992149338729","102","01","005502","1008439","1005290140","MN23","POINT (-73.992149338729 40.725433217893)"
"41455044","MR. BIGGS BAR AND GRILL","Manhattan","596","10 AVENUE","10036","2122462030","American","2023-05-11T00:00:00.000","Violations were cited in the following area(s).","20-01","Allergen or intolerance notice not translated into common language when required","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.760385178919","-73.994903045468","104","03","012100","1026343","1010530001","MN15","POINT (-73.994903045468 40.760385178919)"
"50162246","PALENQUE HOME MADE COLOMBIAN FOOD INC.","Manhattan","42","WEST   42 STREET","10036","7189541955",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-07-01T06:00:18.000",,"40.754068239421","-73.982321170752","105","04","008400","1000000","1012570002","MN17","POINT (-73.982321170752 40.754068239421)"
"50178256","DELTA CHARLIE","Manhattan","5","SPRING STREET","10012","9142336470",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-07-01T06:00:18.000",,"40.721110332952","-73.994217008002","102","01","004300","1007409","1004920041","MN24","POINT (-73.994217008002 40.721110332952)"
"50113589","375 CHICKEN N FRIES","Manhattan","649","9 AVENUE","10036","3477558666","Chicken","2022-05-06T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","43",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.760610013406","-73.991051421307","104","03","012100","1083774","1010550031","MN15","POINT (-73.991051421307 40.760610013406)"
"50057571","FOREVER INK BAR","Brooklyn","1051","FLATBUSH AVENUE","11226","7182844029","American","2025-06-16T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12","A","2025-06-16T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.645259178385","-73.958022957884","314","40","079200","3117869","3051320057","BK95","POINT (-73.958022957884 40.645259178385)"
"50102840","GORKHALI","Queens","77-04","ROOSEVELT AVENUE","11372","9178326983","Asian/Asian Fusion","2023-10-19T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","35",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.747134322291","-73.888513720018","404","25","026700","4036779","4014880001","QN29","POINT (-73.888513720018 40.747134322291)"
"50157822","MUSCLE MAKER GRILL","Bronx","4041","EAST TREMONT AVENUE","10465","3474793455","American","2025-06-02T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2025-06-02T00:00:00.000","2026-07-01T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.819507709017","-73.81749839146","210","13","013000","2077265","2054450004","BX52","POINT (-73.81749839146 40.819507709017)"
"50041299","TAL BAGELS","Manhattan","357","1 AVENUE","10010","2123878100","Bagels/Pretzels","2025-07-09T00:00:00.000","Violations were cited in the following area(s).","03I","Juice packaged on premises with no or incomplete label, no warning statement","Critical","42",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.735343003918","-73.9795080138","106","02","006400","1020542","1009267501","MN21","POINT (-73.9795080138 40.735343003918)"
"50079277","CHRIS RESTAURANT","Queens","115-15","LIBERTY AVENUE","11419","7185293449","Latin American","2023-12-13T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","50",,,"2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.685768048795","-73.827518278512","410","29","009800","4201950","4095200027","QN55","POINT (-73.827518278512 40.685768048795)"
"50093334","JONGRO BBQ","Queens","155-14","ROOSEVELT AVENUE","11354","7189399330","Korean","2025-09-04T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","20",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.764012309991","-73.809561152763","407","20","117100","4119346","4052750132","QN51","POINT (-73.809561152763 40.764012309991)"
"50075442","SABOR PERUANO II","Queens","95-13","ROOSEVELT AVENUE","11372","7185059000","Peruvian","2023-01-31T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","19",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.748974411814","-73.871212097825","403","21","027300","4036654","4014830151","QN28","POINT (-73.871212097825 40.748974411814)"
"50163473","NY BAKERY & DESSERTS","Manhattan","1204","BROADWAY","10001","9292676606","Bakery Products/Desserts","2025-07-16T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","99",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.746257439365","-73.988537902579","105","04","007600","1015758","1008310019","MN17","POINT (-73.988537902579 40.746257439365)"
"50129256","AKASHA RESTAURANT AND BAR","Queens","116-11","SUTPHIN BOULEVARD","11434","9173188291","Caribbean","2025-01-15T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","7","A","2025-01-15T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.682224259141","-73.792568527593","412","28","027200","4264635","4122010005","QN76","POINT (-73.792568527593 40.682224259141)"
"50084756","WINSTON AND STRAWN LLP","Manhattan","200","PARK AVENUE","10017","2122948227","American","2025-10-14T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","7","A","2025-10-14T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.754155038895","-73.976556932062","105","04","009200","1085735","1012809010","MN19","POINT (-73.976556932062 40.754155038895)"
"50148373","YAKINIKU FUTAGO","Manhattan","37","WEST   17 STREET","10011","2126200225","Japanese","2025-01-21T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","25",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Compliance Inspection","40.738468193031","-73.993529871286","105","03","005400","1080634","1008190017","MN13","POINT (-73.993529871286 40.738468193031)"
"50129815","GREYWIND","Manhattan","451","10 AVENUE","10018","6468531933","American","2024-05-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.755340416539","-73.998603136374","104","03","009900","1000000","1007070031","MN13","POINT (-73.998603136374 40.755340416539)"
"41722053","CHOP'T","Manhattan","11","WEST   42 STREET","10036","6468671412","Salads","2023-04-19T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","18",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.753782670905","-73.981599370417","105","04","009600","1034198","1012580021","MN17","POINT (-73.981599370417 40.753782670905)"
"50151603","Orchard Beach Grill (section 5)","Bronx","1","ORCHARD BEACH ROAD","10464","3472055439",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2026-07-01T06:00:18.000",,"40.865153252788","-73.80283849787","228","13","050400","2000000","2056500001","BX99","POINT (-73.80283849787 40.865153252788)"
"41461629","LOS BALBUENA RESTAURANT","Bronx","2376","RYER AVENUE","10458","3472713523","Latin American","2024-02-07T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","5","A","2024-02-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.859296388527","-73.898074991117","205","15","023702","2013577","2031520001","BX05","POINT (-73.898074991117 40.859296388527)"
"50148987","CHUCK E. CHEESE","Bronx","700","EXTERIOR STREET","10451","9722584217","Pizza","2024-07-03T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","22",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.823460884987","-73.93099917073","204","08","006300","2119099","2023570045","BX63","POINT (-73.93099917073 40.823460884987)"
"50130551","DUNKIN","Manhattan","250","EAST HOUSTON STREET","10002","9178863304","Coffee/Tea","2024-01-30T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","10","A","2024-01-30T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.721930224739","-73.985320470909","103","02","003002","1004960","1003977503","MN22","POINT (-73.985320470909 40.721930224739)"
"50087866","HUA LONG","Brooklyn","706","FULTON STREET","11217","7188755362","Chinese","2024-03-07T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","25","B","2024-03-07T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.686007337777","-73.973725268987","302","35","018100","3335283","3021150008","BK68","POINT (-73.973725268987 40.686007337777)"
"41178943","GOLDEN PALACE CHINESE RESTAURANT","Bronx","682","CASTLE HILL AVENUE","10473","7188243403","Chinese","2024-06-11T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","80",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.820738406237","-73.848418963398","209","18","009000","2021951","2035750032","BX09","POINT (-73.848418963398 40.820738406237)"
"50151950","LA DULCE BAKERY","Queens","106-06","JAMAICA AVENUE","11418","3478691330","Bakery Products/Desserts","2026-06-25T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","48","Z","2026-06-25T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.695281741911","-73.841009644053","409","29","012602","4194300","4092890032","QN54","POINT (-73.841009644053 40.695281741911)"
"50104710","STARBUCKS","Brooklyn","1600","SHEEPSHEAD BAY ROAD","11235","7183323999","Coffee/Tea","2024-09-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2024-09-12T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.587257454819","-73.953692335553","315","48","060600","3337316","3074590102","BK17","POINT (-73.953692335553 40.587257454819)"
"50003918","NEW APOLO","Brooklyn","508","GRAND STREET","11211","7183871773","Chinese/Cuban","2023-04-28T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","31",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.710985387646","-73.950648262141","301","34","051300","3069497","3027850008","BK73","POINT (-73.950648262141 40.710985387646)"
"50061295","TARTINA","Manhattan","1034","AMSTERDAM AVENUE","10025","6465900577","Italian","2025-10-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","7","A","2025-10-01T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.803565414838","-73.963442017109","109","07","019900","1056909","1018820036","MN09","POINT (-73.963442017109 40.803565414838)"
"41460794","KARAOKE SHOUT","Queens","32-46","STEINWAY STREET","11103","7185690080","American","2023-03-05T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","20","B","2023-03-05T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.757705992797","-73.920033011966","401","22","015500","4010420","4006560056","QN70","POINT (-73.920033011966 40.757705992797)"
"41650779","RAAZ HOOKAH LOUNGE","Queens","192-08","NORTHERN BOULEVARD","11358","7182257455","Middle Eastern","2023-11-17T00:00:00.000","Violations were cited in the following area(s).","15-42","Failure to make a good faith effort to inform smokers or electronic cigarette users of Smoke-Free Air Act (""SFAA"") prohibitions","Not Applicable",,,,"2026-07-01T06:00:14.000","Smoke-Free Air Act / Initial Inspection","40.757836732918","-73.789231493848","411","19","142900","4124422","4055160013","QN48","POINT (-73.789231493848 40.757836732918)"
"50056945","UNION SQUARE CAFE/ DAILY PROVISIONS","Manhattan","101","EAST   19 STREET","10003","2122434020","American","2025-05-29T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","13","A","2025-05-29T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.737671769238","-73.988026977398","105","02","005000","1017906","1008750001","MN21","POINT (-73.988026977398 40.737671769238)"
"50125761","NEW TEXAS CHICKEN & GRILL","Queens","803","CYPRESS AVENUE","11385","7183860413","Chicken","2025-12-08T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","12","A","2025-12-08T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.700297187698","-73.906491295203","405","34","055100","4082725","4034610003","QN20","POINT (-73.906491295203 40.700297187698)"
"50073971","PHO CHE","Queens","193-16","NORTHERN BOULEVARD","11358","6465333411","Southeast Asian","2026-03-16T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","37",,,"2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.757865137694","-73.78826041728","411","19","142900","4124455","4055170001","QN48","POINT (-73.78826041728 40.757865137694)"
"50115277","LOCAL 92 SOHO","Manhattan","244","MULBERRY STREET","10012","6463167417","Middle Eastern","2024-07-22T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2026-07-01T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.722979589862","-73.995843921175","102","01","004300","1079947","1004940015","MN24","POINT (-73.995843921175 40.722979589862)"
"50096299","SVETA","Manhattan","64","CARMINE STREET","10014","3474186754","Russian","2024-02-15T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","12","A","2024-02-15T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Initial Inspection","40.729756414044","-74.004253921155","102","03","006700","1008408","1005280076","MN23","POINT (-74.004253921155 40.729756414044)"
"50182330","LIQUID","Manhattan","3859","10 AVENUE","10034","9178923848","Latin American","2026-02-14T00:00:00.000","Violations were cited in the following area(s).","15-42","Failure to make a good faith effort to inform smokers or electronic cigarette users of Smoke-Free Air Act (""SFAA"") prohibitions","Not Applicable",,,,"2026-07-01T06:00:14.000","Smoke-Free Air Act / Initial Inspection","40.864053340993","-73.91921409974","112","10","029900","1064509","1022030003","MN01","POINT (-73.91921409974 40.864053340993)"
"50163639","DIM SUM SAM","Manhattan","80","BOWERY","10013","2129181099","Chinese","2025-04-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","33",,,"2026-07-01T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.716927370018","-73.995645894209","102","01","004100","1002609","1002030021","MN24","POINT (-73.995645894209 40.716927370018)"
"41138257","PATTY PLUS BAKERY & RESTAURANT","Brooklyn","324","LIVINGSTON STREET","11217","3472944550","Caribbean","2024-04-22T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","13","A","2024-04-22T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.688092190257","-73.981815887694","302","33","003700","3000512","3001660033","BK38","POINT (-73.981815887694 40.688092190257)"
"40592811","SALTY DOG","Brooklyn","7509","3 AVENUE","11209","7182380030","American","2025-10-18T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","9","A","2025-10-18T00:00:00.000","2026-07-01T06:00:14.000","Cycle Inspection / Re-inspection","40.631306268849","-74.02784191689","310","43","006600","3148711","3059400007","BK31","POINT (-74.02784191689 40.631306268849)"
